time,open,high,low,close,volume,tbbav
2026-01-11 06:00:00+00:00,90774.42,90796.83,90585.34,90744.0,169.88277,38.28023
2026-01-11 07:00:00+00:00,90744.0,90749.0,90675.52,90710.79,107.03833,58.83409
2026-01-11 08:00:00+00:00,90710.8,90816.0,90610.27,90790.01,261.70108,152.41648
2026-01-11 09:00:00+00:00,90790.01,90815.44,90675.6,90740.02,180.86038,107.77357
2026-01-11 10:00:00+00:00,90740.01,90740.02,90692.79,90736.67,123.08314,43.46678
2026-01-11 11:00:00+00:00,90736.66,90756.0,90695.05,90754.99,128.73157,66.02039
2026-01-11 12:00:00+00:00,90754.99,91020.0,90720.21,90938.13,211.42505,139.63152
2026-01-11 13:00:00+00:00,90938.12,90972.33,90821.47,90849.45,154.00693,64.97936
2026-01-11 14:00:00+00:00,90849.45,91191.5,90849.45,91127.16,282.45011,194.75325
2026-01-11 15:00:00+00:00,91127.17,91153.99,90708.25,90875.79,496.14604,217.19334
2026-01-11 16:00:00+00:00,90875.79,91283.89,90875.79,91039.15,389.24788,237.75502
2026-01-11 17:00:00+00:00,91039.14,91147.82,90904.07,90986.68,234.85682,130.00668
2026-01-11 18:00:00+00:00,90986.68,90986.69,90793.43,90886.68,177.99755,90.38306
2026-01-11 19:00:00+00:00,90886.68,90922.08,90673.3,90690.8,159.3051,61.86289
2026-01-11 20:00:00+00:00,90690.81,90743.72,90370.85,90708.26,497.31755,254.53505
2026-01-11 21:00:00+00:00,90708.25,90838.69,90590.61,90757.06,217.97309,99.09205
2026-01-11 22:00:00+00:00,90757.07,90757.07,90453.36,90526.02,255.60666,117.61716
2026-01-11 23:00:00+00:00,90526.01,91041.79,90236.0,91013.65,695.70318,377.97864
2026-01-12 00:00:00+00:00,91013.66,91258.66,90700.29,91258.65,740.6183,432.3231
2026-01-12 01:00:00+00:00,91258.66,91799.0,91086.0,91412.44,973.78286,424.44587
2026-01-12 02:00:00+00:00,91412.44,92384.4,91374.0,92203.56,1103.07593,666.66968
2026-01-12 03:00:00+00:00,92203.56,92519.95,91808.11,91808.12,968.99203,441.36599
2026-01-12 04:00:00+00:00,91808.12,92290.81,91741.82,92175.78,651.2656,457.61368
2026-01-12 05:00:00+00:00,92175.79,92267.66,92037.51,92111.86,274.66206,138.357
2026-01-12 06:00:00+00:00,92111.87,92207.01,91805.43,91836.34,279.64865,109.58839
2026-01-12 07:00:00+00:00,91836.35,91970.0,91381.36,91408.09,500.6572,173.64866
2026-01-12 08:00:00+00:00,91408.09,91630.13,90388.89,90752.27,1298.94335,568.83138
2026-01-12 09:00:00+00:00,90752.28,90942.85,90648.15,90685.64,605.22242,397.65807
2026-01-12 10:00:00+00:00,90685.65,90793.18,90370.0,90433.46,399.68146,145.54288
2026-01-12 11:00:00+00:00,90433.45,90824.86,90425.36,90620.96,457.29481,268.56618
2026-01-12 12:00:00+00:00,90620.95,90863.74,90615.66,90789.37,244.81991,129.41591
2026-01-12 13:00:00+00:00,90789.37,90829.73,90538.0,90636.01,327.61952,154.41588
2026-01-12 14:00:00+00:00,90636.0,91131.39,90128.44,90908.95,1300.15719,593.80287
2026-01-12 15:00:00+00:00,90908.95,91665.0,90705.91,91665.0,1031.47333,509.9221
2026-01-12 16:00:00+00:00,91664.99,92332.0,91567.81,92123.52,1578.09092,803.99051
2026-01-12 17:00:00+00:00,92123.51,92306.62,91000.53,91522.83,1208.45838,566.21811
2026-01-12 18:00:00+00:00,91522.83,91943.26,91411.79,91691.8,505.47425,252.30844
2026-01-12 19:00:00+00:00,91691.8,91880.0,91434.8,91861.27,337.94969,176.75781
2026-01-12 20:00:00+00:00,91861.27,92046.23,91417.99,91484.86,374.00813,179.19178
2026-01-12 21:00:00+00:00,91484.87,91502.37,90938.2,91055.17,398.88227,176.27284
2026-01-12 22:00:00+00:00,91055.17,91441.34,91052.21,91244.99,313.86446,153.61009
2026-01-12 23:00:00+00:00,91244.99,91311.68,91059.88,91296.2,313.43996,172.02558
2026-01-13 00:00:00+00:00,91296.2,91546.08,91249.0,91482.74,334.56358,186.43667
2026-01-13 01:00:00+00:00,91482.74,91546.08,91042.66,91185.35,442.20574,120.25248
2026-01-13 02:00:00+00:00,91185.34,91382.82,91097.8,91118.3,271.94314,126.11917
2026-01-13 03:00:00+00:00,91118.3,91453.45,91118.29,91408.91,263.81213,148.14911
2026-01-13 04:00:00+00:00,91408.9,91650.81,91350.71,91515.16,272.26771,134.25756
